Id,DealershipCarId,CustomerId,SaleDate,StatusId,ExpectedDeliveryDate,EmployeeId,PaymentMethodId,CreateDate,UpdateDate
71,36,72,1/30/2024,1,1/30/2024,10942,1,4/7/2024,4/7/2024
73,37,74,5/20/2022,1,5/20/2022,7823,1,4/7/2024,4/7/2024
75,38,76,3/25/2022,1,3/25/2022,2590,1,4/7/2024,4/7/2024
77,39,78,7/28/2022,1,7/28/2022,7582,1,4/7/2024,4/7/2024
79,40,80,5/24/2022,1,5/24/2022,4466,1,4/7/2024,4/7/2024
81,41,82,7/24/2021,1,7/24/2021,3304,1,4/7/2024,4/7/2024
83,42,84,6/4/2022,1,6/4/2022,11396,1,4/7/2024,4/7/2024
85,43,86,8/4/2021,1,8/4/2021,2138,1,4/7/2024,4/7/2024
87,44,88,7/9/2022,1,7/9/2022,13484,1,4/7/2024,4/7/2024
89,45,90,9/26/2022,1,9/26/2022,2257,1,4/7/2024,4/7/2024
91,46,92,2/28/2022,1,2/28/2022,2579,1,4/7/2024,4/7/2024
93,47,94,6/3/2022,1,6/3/2022,6663,1,4/7/2024,4/7/2024
95,48,96,4/9/2023,1,4/9/2023,3098,1,4/7/2024,4/7/2024
97,49,98,6/2/2022,1,6/2/2022,11355,1,4/7/2024,4/7/2024
99,50,100,7/8/2023,1,7/8/2023,5647,1,4/7/2024,4/7/2024
101,51,102,3/10/2022,1,3/10/2022,3593,1,4/7/2024,4/7/2024
103,52,104,10/10/2021,1,10/10/2021,4803,1,4/7/2024,4/7/2024
105,53,106,8/20/2023,1,8/20/2023,55,1,4/7/2024,4/7/2024
107,54,108,5/12/2022,1,5/12/2022,12723,1,4/7/2024,4/7/2024
109,55,110,11/9/2022,1,11/9/2022,11044,1,4/7/2024,4/7/2024
111,56,112,3/2/2023,1,3/2/2023,12459,1,4/7/2024,4/7/2024
113,57,114,12/23/2022,1,12/23/2022,776,1,4/7/2024,4/7/2024
115,58,116,11/24/2022,1,11/24/2022,8109,1,4/7/2024,4/7/2024
117,59,118,2/2/2022,1,2/2/2022,10761,1,4/7/2024,4/7/2024
119,60,120,8/4/2022,1,8/4/2022,9169,1,4/7/2024,4/7/2024
121,61,122,11/21/2021,1,11/21/2021,7684,1,4/7/2024,4/7/2024
123,62,124,7/2/2021,1,7/2/2021,5798,1,4/7/2024,4/7/2024
125,63,126,6/6/2022,1,6/6/2022,10253,1,4/7/2024,4/7/2024
127,64,128,5/25/2021,1,5/25/2021,5033,1,4/7/2024,4/7/2024
129,65,130,7/4/2022,1,7/4/2022,3705,1,4/7/2024,4/7/2024
131,66,132,7/22/2022,1,7/22/2022,815,1,4/7/2024,4/7/2024
133,67,134,10/31/2023,1,10/31/2023,516,1,4/7/2024,4/7/2024
135,68,136,7/12/2022,1,7/12/2022,11794,1,4/7/2024,4/7/2024
137,69,138,1/22/2022,1,1/22/2022,6721,1,4/7/2024,4/7/2024
139,70,140,8/5/2021,1,8/5/2021,5991,1,4/7/2024,4/7/2024
141,71,142,4/26/2021,1,4/26/2021,12333,1,4/7/2024,4/7/2024
143,72,144,10/12/2021,1,10/12/2021,7324,1,4/7/2024,4/7/2024
145,73,146,11/10/2021,1,11/10/2021,3375,1,4/7/2024,4/7/2024
147,74,148,4/18/2022,1,4/18/2022,12724,1,4/7/2024,4/7/2024
149,75,150,7/31/2023,1,7/31/2023,5340,1,4/7/2024,4/7/2024
151,76,152,7/26/2022,1,7/26/2022,13510,1,4/7/2024,4/7/2024
153,77,154,3/7/2024,1,3/7/2024,2341,1,4/7/2024,4/7/2024
155,78,156,1/12/2022,1,1/12/2022,8013,1,4/7/2024,4/7/2024
157,79,158,5/28/2021,1,5/28/2021,4898,1,4/7/2024,4/7/2024
159,80,160,7/1/2023,1,7/1/2023,10961,1,4/7/2024,4/7/2024
161,81,162,10/7/2022,1,10/7/2022,12744,1,4/7/2024,4/7/2024
163,82,164,11/13/2022,1,11/13/2022,11398,1,4/7/2024,4/7/2024
165,83,166,8/22/2022,1,8/22/2022,11911,1,4/7/2024,4/7/2024
167,84,168,9/12/2022,1,9/12/2022,10616,1,4/7/2024,4/7/2024
169,85,170,6/29/2022,1,6/29/2022,9334,1,4/7/2024,4/7/2024
171,86,172,6/4/2023,1,6/4/2023,165,1,4/7/2024,4/7/2024
173,87,174,4/9/2021,1,4/9/2021,14090,1,4/7/2024,4/7/2024
175,88,176,7/5/2023,1,7/5/2023,4273,1,4/7/2024,4/7/2024
177,89,178,12/3/2023,1,12/3/2023,3391,1,4/7/2024,4/7/2024
179,90,180,3/17/2024,1,3/17/2024,11255,1,4/7/2024,4/7/2024
181,91,182,3/15/2024,1,3/15/2024,2515,1,4/7/2024,4/7/2024
183,92,184,8/12/2022,1,8/12/2022,9033,1,4/7/2024,4/7/2024
185,93,186,6/21/2023,1,6/21/2023,10797,1,4/7/2024,4/7/2024
187,94,188,1/30/2023,1,1/30/2023,245,1,4/7/2024,4/7/2024
189,95,190,11/2/2022,1,11/2/2022,13646,1,4/7/2024,4/7/2024
191,96,192,11/14/2022,1,11/14/2022,1540,1,4/7/2024,4/7/2024
193,97,194,5/7/2023,1,5/7/2023,12234,1,4/7/2024,4/7/2024
195,98,196,12/29/2021,1,12/29/2021,10268,1,4/7/2024,4/7/2024
197,99,198,9/11/2022,1,9/11/2022,12448,1,4/7/2024,4/7/2024
199,100,200,3/31/2022,1,3/31/2022,5077,1,4/7/2024,4/7/2024
201,101,202,5/7/2022,1,5/7/2022,765,1,4/7/2024,4/7/2024
203,102,204,7/6/2021,1,7/6/2021,2066,1,4/7/2024,4/7/2024
205,103,206,10/8/2021,1,10/8/2021,13220,1,4/7/2024,4/7/2024
207,104,208,12/18/2023,1,12/18/2023,10595,1,4/7/2024,4/7/2024
209,105,210,11/27/2021,1,11/27/2021,8825,1,4/7/2024,4/7/2024
211,106,212,12/9/2022,1,12/9/2022,9563,1,4/7/2024,4/7/2024
213,107,214,1/27/2024,1,1/27/2024,12116,1,4/7/2024,4/7/2024
215,108,216,7/5/2021,1,7/5/2021,13529,1,4/7/2024,4/7/2024
217,109,218,12/2/2021,1,12/2/2021,5178,1,4/7/2024,4/7/2024
219,110,220,5/2/2022,1,5/2/2022,5547,1,4/7/2024,4/7/2024
221,111,222,12/5/2023,1,12/5/2023,3278,1,4/7/2024,4/7/2024
223,112,224,3/4/2023,1,3/4/2023,6618,1,4/7/2024,4/7/2024
225,113,226,8/2/2023,1,8/2/2023,7266,1,4/7/2024,4/7/2024
227,114,228,2/18/2023,1,2/18/2023,7361,1,4/7/2024,4/7/2024
229,115,230,5/14/2023,1,5/14/2023,3990,1,4/7/2024,4/7/2024
231,116,232,10/6/2022,1,10/6/2022,1132,1,4/7/2024,4/7/2024
233,117,234,6/11/2021,1,6/11/2021,13987,1,4/7/2024,4/7/2024
235,118,236,10/4/2021,1,10/4/2021,11231,1,4/7/2024,4/7/2024
237,119,238,8/3/2021,1,8/3/2021,9775,1,4/7/2024,4/7/2024
239,120,240,3/26/2023,1,3/26/2023,13066,1,4/7/2024,4/7/2024
241,121,242,1/31/2024,1,1/31/2024,4272,1,4/7/2024,4/7/2024
243,122,244,7/12/2022,1,7/12/2022,3882,1,4/7/2024,4/7/2024
245,123,246,8/13/2021,1,8/13/2021,6154,1,4/7/2024,4/7/2024
247,124,248,12/14/2021,1,12/14/2021,887,1,4/7/2024,4/7/2024
249,125,250,5/9/2022,1,5/9/2022,10733,1,4/7/2024,4/7/2024
251,126,252,5/17/2022,1,5/17/2022,6744,1,4/7/2024,4/7/2024
253,127,254,11/30/2023,1,11/30/2023,9605,1,4/7/2024,4/7/2024
255,128,256,6/18/2023,1,6/18/2023,10352,1,4/7/2024,4/7/2024
257,129,258,11/26/2021,1,11/26/2021,1781,1,4/7/2024,4/7/2024
259,130,260,12/24/2023,1,12/24/2023,9707,1,4/7/2024,4/7/2024
261,131,262,6/17/2021,1,6/17/2021,7364,1,4/7/2024,4/7/2024
263,132,264,5/29/2021,1,5/29/2021,10446,1,4/7/2024,4/7/2024
265,133,266,4/3/2024,1,4/3/2024,2378,1,4/7/2024,4/7/2024
267,134,268,4/5/2022,1,4/5/2022,4291,1,4/7/2024,4/7/2024
269,135,270,5/23/2023,1,5/23/2023,5420,1,4/7/2024,4/7/2024
271,136,272,6/16/2021,1,6/16/2021,13964,1,4/7/2024,4/7/2024
273,137,274,1/13/2022,1,1/13/2022,7234,1,4/7/2024,4/7/2024
275,138,276,4/30/2022,1,4/30/2022,12297,1,4/7/2024,4/7/2024
277,139,278,3/23/2024,1,3/23/2024,6802,1,4/7/2024,4/7/2024
279,140,280,8/23/2021,1,8/23/2021,3460,1,4/7/2024,4/7/2024
281,141,282,11/5/2023,1,11/5/2023,879,1,4/7/2024,4/7/2024
283,142,284,11/19/2022,1,11/19/2022,71,1,4/7/2024,4/7/2024
285,143,286,8/6/2023,1,8/6/2023,9569,1,4/7/2024,4/7/2024
287,144,288,7/14/2023,1,7/14/2023,3555,1,4/7/2024,4/7/2024
289,145,290,1/19/2024,1,1/19/2024,3760,1,4/7/2024,4/7/2024
291,146,292,7/11/2022,1,7/11/2022,4925,1,4/7/2024,4/7/2024
293,147,294,8/8/2023,1,8/8/2023,8353,1,4/7/2024,4/7/2024
295,148,296,11/6/2023,1,11/6/2023,532,1,4/7/2024,4/7/2024
297,149,298,2/25/2023,1,2/25/2023,3206,1,4/7/2024,4/7/2024
299,150,300,2/23/2023,1,2/23/2023,13061,1,4/7/2024,4/7/2024
301,151,302,9/6/2021,1,9/6/2021,2278,1,4/7/2024,4/7/2024
303,152,304,11/29/2021,1,11/29/2021,5944,1,4/7/2024,4/7/2024
305,153,306,6/30/2021,1,6/30/2021,1880,1,4/7/2024,4/7/2024
307,154,308,2/2/2023,1,2/2/2023,5440,1,4/7/2024,4/7/2024
309,155,310,1/20/2024,1,1/20/2024,5058,1,4/7/2024,4/7/2024
311,156,312,6/3/2021,1,6/3/2021,11086,1,4/7/2024,4/7/2024
313,157,314,10/31/2022,1,10/31/2022,10837,1,4/7/2024,4/7/2024
315,158,316,3/7/2022,1,3/7/2022,485,1,4/7/2024,4/7/2024
317,159,318,12/18/2021,1,12/18/2021,2400,1,4/7/2024,4/7/2024
319,160,320,9/11/2021,1,9/11/2021,289,1,4/7/2024,4/7/2024
321,161,322,9/25/2023,1,9/25/2023,13337,1,4/7/2024,4/7/2024
323,162,324,4/11/2023,1,4/11/2023,7082,1,4/7/2024,4/7/2024
325,163,326,2/1/2023,1,2/1/2023,4292,1,4/7/2024,4/7/2024
327,164,328,4/26/2021,1,4/26/2021,4107,1,4/7/2024,4/7/2024
329,165,330,9/28/2022,1,9/28/2022,9282,1,4/7/2024,4/7/2024
331,166,332,7/12/2021,1,7/12/2021,9207,1,4/7/2024,4/7/2024
333,167,334,2/8/2022,1,2/8/2022,7339,1,4/7/2024,4/7/2024
335,168,336,5/25/2021,1,5/25/2021,14059,1,4/7/2024,4/7/2024
337,169,338,6/7/2023,1,6/7/2023,13018,1,4/7/2024,4/7/2024
339,170,340,8/16/2021,1,8/16/2021,2577,1,4/7/2024,4/7/2024
341,171,342,3/16/2023,1,3/16/2023,8847,1,4/7/2024,4/7/2024
343,172,344,12/27/2022,1,12/27/2022,7872,1,4/7/2024,4/7/2024
345,173,346,10/25/2022,1,10/25/2022,3372,1,4/7/2024,4/7/2024
347,174,348,4/14/2021,1,4/14/2021,5347,1,4/7/2024,4/7/2024
349,175,350,11/27/2022,1,11/27/2022,10570,1,4/7/2024,4/7/2024
351,176,352,4/29/2023,1,4/29/2023,7226,1,4/7/2024,4/7/2024
353,177,354,12/28/2023,1,12/28/2023,3171,1,4/7/2024,4/7/2024
355,178,356,10/5/2023,1,10/5/2023,11998,1,4/7/2024,4/7/2024
357,179,358,4/12/2023,1,4/12/2023,7533,1,4/7/2024,4/7/2024
359,180,360,1/30/2023,1,1/30/2023,11257,1,4/7/2024,4/7/2024
361,181,362,1/16/2023,1,1/16/2023,8656,1,4/7/2024,4/7/2024
363,182,364,12/9/2022,1,12/9/2022,7530,1,4/7/2024,4/7/2024
365,183,366,3/13/2023,1,3/13/2023,4908,1,4/7/2024,4/7/2024
367,184,368,4/20/2022,1,4/20/2022,6393,1,4/7/2024,4/7/2024
369,185,370,2/24/2023,1,2/24/2023,8266,1,4/7/2024,4/7/2024
371,186,372,11/16/2022,1,11/16/2022,5811,1,4/7/2024,4/7/2024
373,187,374,12/2/2021,1,12/2/2021,5967,1,4/7/2024,4/7/2024
375,188,376,9/15/2021,1,9/15/2021,5608,1,4/7/2024,4/7/2024
377,189,378,4/25/2022,1,4/25/2022,13731,1,4/7/2024,4/7/2024
379,190,380,4/7/2023,1,4/7/2023,6082,1,4/7/2024,4/7/2024
381,191,382,12/23/2021,1,12/23/2021,7281,1,4/7/2024,4/7/2024
383,192,384,6/28/2023,1,6/28/2023,8968,1,4/7/2024,4/7/2024
385,193,386,3/8/2024,1,3/8/2024,6136,1,4/7/2024,4/7/2024
387,194,388,2/17/2022,1,2/17/2022,2025,1,4/7/2024,4/7/2024
389,195,390,5/29/2022,1,5/29/2022,11006,1,4/7/2024,4/7/2024
391,196,392,4/5/2024,1,4/5/2024,8627,1,4/7/2024,4/7/2024
393,197,394,4/27/2022,1,4/27/2022,12025,1,4/7/2024,4/7/2024
395,198,396,12/6/2021,1,12/6/2021,9746,1,4/7/2024,4/7/2024
397,199,398,9/1/2022,1,9/1/2022,14184,1,4/7/2024,4/7/2024
399,200,400,8/23/2023,1,8/23/2023,2058,1,4/7/2024,4/7/2024
401,201,402,8/6/2023,1,8/6/2023,5815,1,4/7/2024,4/7/2024
403,202,404,7/8/2022,1,7/8/2022,1247,1,4/7/2024,4/7/2024
405,203,406,11/16/2023,1,11/16/2023,6905,1,4/7/2024,4/7/2024
407,204,408,3/26/2023,1,3/26/2023,2585,1,4/7/2024,4/7/2024
409,205,410,3/13/2023,1,3/13/2023,7393,1,4/7/2024,4/7/2024
411,206,412,11/8/2021,1,11/8/2021,7463,1,4/7/2024,4/7/2024
413,207,414,12/11/2022,1,12/11/2022,11378,1,4/7/2024,4/7/2024
415,208,416,9/11/2022,1,9/11/2022,1451,1,4/7/2024,4/7/2024
417,209,418,7/9/2021,1,7/9/2021,8034,1,4/7/2024,4/7/2024
419,210,420,8/12/2023,1,8/12/2023,850,1,4/7/2024,4/7/2024
421,211,422,7/13/2021,1,7/13/2021,8048,1,4/7/2024,4/7/2024
423,212,424,8/1/2023,1,8/1/2023,10869,1,4/7/2024,4/7/2024
425,213,426,8/13/2022,1,8/13/2022,5456,1,4/7/2024,4/7/2024
427,214,428,2/9/2023,1,2/9/2023,1089,1,4/7/2024,4/7/2024
429,215,430,7/31/2023,1,7/31/2023,2290,1,4/7/2024,4/7/2024
431,216,432,7/1/2023,1,7/1/2023,1634,1,4/7/2024,4/7/2024
433,217,434,3/20/2024,1,3/20/2024,4656,1,4/7/2024,4/7/2024
435,218,436,1/14/2023,1,1/14/2023,10455,1,4/7/2024,4/7/2024
437,219,438,8/13/2022,1,8/13/2022,12070,1,4/7/2024,4/7/2024
439,220,440,2/27/2024,1,2/27/2024,2616,1,4/7/2024,4/7/2024
441,221,442,7/15/2021,1,7/15/2021,8459,1,4/7/2024,4/7/2024
443,222,444,12/4/2022,1,12/4/2022,10974,1,4/7/2024,4/7/2024
445,223,446,6/29/2021,1,6/29/2021,2381,1,4/7/2024,4/7/2024
447,224,448,3/20/2023,1,3/20/2023,284,1,4/7/2024,4/7/2024
449,225,450,10/27/2022,1,10/27/2022,6989,1,4/7/2024,4/7/2024
451,226,452,7/4/2023,1,7/4/2023,1919,1,4/7/2024,4/7/2024
453,227,454,1/16/2022,1,1/16/2022,4110,1,4/7/2024,4/7/2024
455,228,456,4/22/2022,1,4/22/2022,9639,1,4/7/2024,4/7/2024
457,229,458,11/7/2023,1,11/7/2023,8692,1,4/7/2024,4/7/2024
459,230,460,9/29/2021,1,9/29/2021,6281,1,4/7/2024,4/7/2024
461,231,462,7/21/2021,1,7/21/2021,10695,1,4/7/2024,4/7/2024
463,232,464,1/3/2023,1,1/3/2023,11925,1,4/7/2024,4/7/2024
465,233,466,12/18/2023,1,12/18/2023,13834,1,4/7/2024,4/7/2024
467,234,468,5/31/2022,1,5/31/2022,12740,1,4/7/2024,4/7/2024
469,235,470,11/25/2022,1,11/25/2022,2994,1,4/7/2024,4/7/2024
471,236,472,3/19/2022,1,3/19/2022,603,1,4/7/2024,4/7/2024
473,237,474,5/23/2021,1,5/23/2021,4015,1,4/7/2024,4/7/2024
475,238,476,12/6/2023,1,12/6/2023,11812,1,4/7/2024,4/7/2024
477,239,478,5/3/2023,1,5/3/2023,4225,1,4/7/2024,4/7/2024
479,240,480,4/30/2022,1,4/30/2022,6421,1,4/7/2024,4/7/2024
481,241,482,5/23/2022,1,5/23/2022,1845,1,4/7/2024,4/7/2024
483,242,484,6/4/2022,1,6/4/2022,1480,1,4/7/2024,4/7/2024
485,243,486,7/20/2021,1,7/20/2021,10539,1,4/7/2024,4/7/2024
487,244,488,2/20/2024,1,2/20/2024,4738,1,4/7/2024,4/7/2024
489,245,490,11/25/2023,1,11/25/2023,6897,1,4/7/2024,4/7/2024
491,246,492,2/2/2022,1,2/2/2022,5458,1,4/7/2024,4/7/2024
493,247,494,1/3/2023,1,1/3/2023,13262,1,4/7/2024,4/7/2024
495,248,496,10/19/2022,1,10/19/2022,7867,1,4/7/2024,4/7/2024
497,249,498,11/4/2022,1,11/4/2022,10558,1,4/7/2024,4/7/2024
499,250,500,3/12/2024,1,3/12/2024,11042,1,4/7/2024,4/7/2024
501,251,502,9/12/2023,1,9/12/2023,8213,1,4/7/2024,4/7/2024
503,252,504,5/26/2023,1,5/26/2023,696,1,4/7/2024,4/7/2024
505,253,506,8/9/2021,1,8/9/2021,645,1,4/7/2024,4/7/2024
507,254,508,8/3/2022,1,8/3/2022,2687,1,4/7/2024,4/7/2024
509,255,510,4/15/2022,1,4/15/2022,13251,1,4/7/2024,4/7/2024
511,256,512,7/24/2023,1,7/24/2023,11290,1,4/7/2024,4/7/2024
513,257,514,4/20/2021,1,4/20/2021,10421,1,4/7/2024,4/7/2024
515,258,516,10/4/2022,1,10/4/2022,12756,1,4/7/2024,4/7/2024
517,259,518,2/3/2023,1,2/3/2023,9847,1,4/7/2024,4/7/2024
519,260,520,8/21/2022,1,8/21/2022,5149,1,4/7/2024,4/7/2024
521,261,522,12/8/2022,1,12/8/2022,10468,1,4/7/2024,4/7/2024
523,262,524,11/3/2022,1,11/3/2022,418,1,4/7/2024,4/7/2024
525,263,526,6/13/2021,1,6/13/2021,10357,1,4/7/2024,4/7/2024
527,264,528,4/27/2021,1,4/27/2021,7463,1,4/7/2024,4/7/2024
529,265,530,4/27/2023,1,4/27/2023,8350,1,4/7/2024,4/7/2024
531,266,532,4/10/2022,1,4/10/2022,12367,1,4/7/2024,4/7/2024
533,267,534,6/23/2022,1,6/23/2022,10603,1,4/7/2024,4/7/2024
535,268,536,6/7/2023,1,6/7/2023,8796,1,4/7/2024,4/7/2024
537,269,538,10/31/2021,1,10/31/2021,10887,1,4/7/2024,4/7/2024
539,270,540,5/1/2021,1,5/1/2021,5624,1,4/7/2024,4/7/2024
541,271,542,5/20/2021,1,5/20/2021,6975,1,4/7/2024,4/7/2024
543,272,544,6/3/2022,1,6/3/2022,2600,1,4/7/2024,4/7/2024
545,273,546,2/4/2023,1,2/4/2023,821,1,4/7/2024,4/7/2024
547,274,548,9/18/2022,1,9/18/2022,499,1,4/7/2024,4/7/2024
549,275,550,4/10/2023,1,4/10/2023,8145,1,4/7/2024,4/7/2024
551,276,552,6/16/2022,1,6/16/2022,4788,1,4/7/2024,4/7/2024
553,277,554,11/30/2022,1,11/30/2022,11878,1,4/7/2024,4/7/2024
555,278,556,8/5/2022,1,8/5/2022,6288,1,4/7/2024,4/7/2024
557,279,558,9/13/2021,1,9/13/2021,263,1,4/7/2024,4/7/2024
559,280,560,12/18/2023,1,12/18/2023,29,1,4/7/2024,4/7/2024
561,281,562,1/25/2022,1,1/25/2022,10932,1,4/7/2024,4/7/2024
563,282,564,9/24/2023,1,9/24/2023,5827,1,4/7/2024,4/7/2024
565,283,566,5/4/2021,1,5/4/2021,9111,1,4/7/2024,4/7/2024
567,284,568,3/30/2024,1,3/30/2024,1494,1,4/7/2024,4/7/2024
569,285,570,10/28/2022,1,10/28/2022,14149,1,4/7/2024,4/7/2024
571,286,572,11/18/2021,1,11/18/2021,13075,1,4/7/2024,4/7/2024
573,287,574,1/22/2024,1,1/22/2024,10392,1,4/7/2024,4/7/2024
575,288,576,4/7/2024,1,4/7/2024,6275,1,4/7/2024,4/7/2024
577,289,578,11/25/2021,1,11/25/2021,9679,1,4/7/2024,4/7/2024
579,290,580,2/28/2024,1,2/28/2024,13973,1,4/7/2024,4/7/2024
581,291,582,9/6/2023,1,9/6/2023,6183,1,4/7/2024,4/7/2024
583,292,584,6/9/2022,1,6/9/2022,9605,1,4/7/2024,4/7/2024
585,293,586,2/21/2022,1,2/21/2022,13883,1,4/7/2024,4/7/2024
587,294,588,7/16/2023,1,7/16/2023,7894,1,4/7/2024,4/7/2024
589,295,590,3/4/2022,1,3/4/2022,9125,1,4/7/2024,4/7/2024
591,296,592,12/23/2022,1,12/23/2022,9151,1,4/7/2024,4/7/2024
593,297,594,4/25/2022,1,4/25/2022,4916,1,4/7/2024,4/7/2024
595,298,596,3/21/2023,1,3/21/2023,11233,1,4/7/2024,4/7/2024
597,299,598,5/15/2023,1,5/15/2023,10106,1,4/7/2024,4/7/2024
599,300,600,5/31/2021,1,5/31/2021,737,1,4/7/2024,4/7/2024
601,301,602,7/8/2023,1,7/8/2023,11134,1,4/7/2024,4/7/2024
603,302,604,1/28/2022,1,1/28/2022,8315,1,4/7/2024,4/7/2024
605,303,606,2/10/2023,1,2/10/2023,10880,1,4/7/2024,4/7/2024
607,304,608,1/6/2024,1,1/6/2024,5499,1,4/7/2024,4/7/2024
609,305,610,6/18/2023,1,6/18/2023,6939,1,4/7/2024,4/7/2024
611,306,612,11/10/2021,1,11/10/2021,11542,1,4/7/2024,4/7/2024
613,307,614,1/26/2024,1,1/26/2024,7892,1,4/7/2024,4/7/2024
615,308,616,11/12/2022,1,11/12/2022,4352,1,4/7/2024,4/7/2024
617,309,618,5/8/2023,1,5/8/2023,11524,1,4/7/2024,4/7/2024
619,310,620,2/9/2022,1,2/9/2022,5434,1,4/7/2024,4/7/2024
621,311,622,7/25/2022,1,7/25/2022,13021,1,4/7/2024,4/7/2024
623,312,624,6/9/2022,1,6/9/2022,5140,1,4/7/2024,4/7/2024
625,313,626,7/13/2021,1,7/13/2021,1864,1,4/7/2024,4/7/2024
627,314,628,4/23/2021,1,4/23/2021,777,1,4/7/2024,4/7/2024
629,315,630,9/29/2021,1,9/29/2021,2379,1,4/7/2024,4/7/2024
631,316,632,2/11/2023,1,2/11/2023,2681,1,4/7/2024,4/7/2024
633,317,634,10/21/2023,1,10/21/2023,1871,1,4/7/2024,4/7/2024
635,318,636,3/5/2022,1,3/5/2022,12174,1,4/7/2024,4/7/2024
637,319,638,9/5/2023,1,9/5/2023,102,1,4/7/2024,4/7/2024
639,320,640,3/18/2022,1,3/18/2022,12359,1,4/7/2024,4/7/2024
641,321,642,7/29/2023,1,7/29/2023,2445,1,4/7/2024,4/7/2024
643,322,644,9/10/2021,1,9/10/2021,4655,1,4/7/2024,4/7/2024
645,323,646,8/14/2021,1,8/14/2021,6929,1,4/7/2024,4/7/2024
647,324,648,3/31/2023,1,3/31/2023,841,1,4/7/2024,4/7/2024
649,325,650,9/19/2022,1,9/19/2022,4733,1,4/7/2024,4/7/2024
651,326,652,9/4/2022,1,9/4/2022,8855,1,4/7/2024,4/7/2024
653,327,654,11/1/2022,1,11/1/2022,3708,1,4/7/2024,4/7/2024
655,328,656,4/10/2023,1,4/10/2023,4540,1,4/7/2024,4/7/2024
657,329,658,12/13/2021,1,12/13/2021,8535,1,4/7/2024,4/7/2024
659,330,660,9/14/2023,1,9/14/2023,2062,1,4/7/2024,4/7/2024
661,331,662,12/25/2023,1,12/25/2023,6586,1,4/7/2024,4/7/2024
663,332,664,5/4/2023,1,5/4/2023,8879,1,4/7/2024,4/7/2024
665,333,666,10/5/2023,1,10/5/2023,8042,1,4/7/2024,4/7/2024
667,334,668,8/27/2023,1,8/27/2023,9415,1,4/7/2024,4/7/2024
669,335,670,10/28/2023,1,10/28/2023,5664,1,4/7/2024,4/7/2024
671,336,672,11/12/2022,1,11/12/2022,13467,1,4/7/2024,4/7/2024
673,337,674,1/26/2022,1,1/26/2022,1714,1,4/7/2024,4/7/2024
675,338,676,12/16/2023,1,12/16/2023,9521,1,4/7/2024,4/7/2024
