Id,CarId,DealershipId,CarsCount,CarStatusId,CreateDate,UpdateDate
70,70,5991,1,2,4/7/2024,4/7/2024
71,71,12333,1,2,4/7/2024,4/7/2024
72,72,7324,1,2,4/7/2024,4/7/2024
73,73,3375,1,2,4/7/2024,4/7/2024
74,74,12724,1,2,4/7/2024,4/7/2024
75,75,5340,1,2,4/7/2024,4/7/2024
76,76,13510,1,2,4/7/2024,4/7/2024
77,77,2341,1,2,4/7/2024,4/7/2024
78,78,8013,1,2,4/7/2024,4/7/2024
79,79,4898,1,2,4/7/2024,4/7/2024
80,80,10961,1,2,4/7/2024,4/7/2024
81,81,12744,1,2,4/7/2024,4/7/2024
82,82,11398,1,2,4/7/2024,4/7/2024
83,83,11911,1,2,4/7/2024,4/7/2024
84,84,10616,1,2,4/7/2024,4/7/2024
85,85,9334,1,2,4/7/2024,4/7/2024
86,86,165,1,2,4/7/2024,4/7/2024
87,87,14090,1,2,4/7/2024,4/7/2024
88,88,4273,1,2,4/7/2024,4/7/2024
89,89,3391,1,2,4/7/2024,4/7/2024
90,90,11255,1,2,4/7/2024,4/7/2024
91,91,2515,1,2,4/7/2024,4/7/2024
92,92,9033,1,2,4/7/2024,4/7/2024
93,93,10797,1,2,4/7/2024,4/7/2024
94,94,245,1,2,4/7/2024,4/7/2024
95,95,13646,1,2,4/7/2024,4/7/2024
96,96,1540,1,2,4/7/2024,4/7/2024
97,97,12234,1,2,4/7/2024,4/7/2024
98,98,10268,1,2,4/7/2024,4/7/2024
99,99,12448,1,2,4/7/2024,4/7/2024
100,100,5077,1,2,4/7/2024,4/7/2024
101,101,765,1,2,4/7/2024,4/7/2024
102,102,2066,1,2,4/7/2024,4/7/2024
103,103,13220,1,2,4/7/2024,4/7/2024
104,104,10595,1,2,4/7/2024,4/7/2024
105,105,8825,1,2,4/7/2024,4/7/2024
106,106,9563,1,2,4/7/2024,4/7/2024
107,107,12116,1,2,4/7/2024,4/7/2024
108,108,13529,1,2,4/7/2024,4/7/2024
109,109,5178,1,2,4/7/2024,4/7/2024
110,110,5547,1,2,4/7/2024,4/7/2024
111,111,3278,1,2,4/7/2024,4/7/2024
112,112,6618,1,2,4/7/2024,4/7/2024
113,113,7266,1,2,4/7/2024,4/7/2024
114,114,7361,1,2,4/7/2024,4/7/2024
115,115,3990,1,2,4/7/2024,4/7/2024
116,116,1132,1,2,4/7/2024,4/7/2024
117,117,13987,1,2,4/7/2024,4/7/2024
118,118,11231,1,2,4/7/2024,4/7/2024
119,119,9775,1,2,4/7/2024,4/7/2024
120,120,13066,1,2,4/7/2024,4/7/2024
121,121,4272,1,2,4/7/2024,4/7/2024
122,122,3882,1,2,4/7/2024,4/7/2024
123,123,6154,1,2,4/7/2024,4/7/2024
124,124,887,1,2,4/7/2024,4/7/2024
125,125,10733,1,2,4/7/2024,4/7/2024
126,126,6744,1,2,4/7/2024,4/7/2024
127,127,9605,1,2,4/7/2024,4/7/2024
128,128,10352,1,2,4/7/2024,4/7/2024
129,129,1781,1,2,4/7/2024,4/7/2024
130,130,9707,1,2,4/7/2024,4/7/2024
131,131,7364,1,2,4/7/2024,4/7/2024
132,132,10446,1,2,4/7/2024,4/7/2024
133,133,2378,1,2,4/7/2024,4/7/2024
134,134,4291,1,2,4/7/2024,4/7/2024
135,135,5420,1,2,4/7/2024,4/7/2024
136,136,13964,1,2,4/7/2024,4/7/2024
137,137,7234,1,2,4/7/2024,4/7/2024
138,138,12297,1,2,4/7/2024,4/7/2024
139,139,6802,1,2,4/7/2024,4/7/2024
140,140,3460,1,2,4/7/2024,4/7/2024
141,141,879,1,2,4/7/2024,4/7/2024
142,142,71,1,2,4/7/2024,4/7/2024
143,143,9569,1,2,4/7/2024,4/7/2024
144,144,3555,1,2,4/7/2024,4/7/2024
145,145,3760,1,2,4/7/2024,4/7/2024
146,146,4925,1,2,4/7/2024,4/7/2024
147,147,8353,1,2,4/7/2024,4/7/2024
148,148,532,1,2,4/7/2024,4/7/2024
149,149,3206,1,2,4/7/2024,4/7/2024
150,150,13061,1,2,4/7/2024,4/7/2024
151,151,2278,1,2,4/7/2024,4/7/2024
152,152,5944,1,2,4/7/2024,4/7/2024
153,153,1880,1,2,4/7/2024,4/7/2024
154,154,5440,1,2,4/7/2024,4/7/2024
155,155,5058,1,2,4/7/2024,4/7/2024
156,156,11086,1,2,4/7/2024,4/7/2024
157,157,10837,1,2,4/7/2024,4/7/2024
158,158,485,1,2,4/7/2024,4/7/2024
159,159,2400,1,2,4/7/2024,4/7/2024
160,160,289,1,2,4/7/2024,4/7/2024
161,161,13337,1,2,4/7/2024,4/7/2024
162,162,7082,1,2,4/7/2024,4/7/2024
163,163,4292,1,2,4/7/2024,4/7/2024
164,164,4107,1,2,4/7/2024,4/7/2024
165,165,9282,1,2,4/7/2024,4/7/2024
166,166,9207,1,2,4/7/2024,4/7/2024
167,167,7339,1,2,4/7/2024,4/7/2024
168,168,14059,1,2,4/7/2024,4/7/2024
169,169,13018,1,2,4/7/2024,4/7/2024
170,170,2577,1,2,4/7/2024,4/7/2024
171,171,8847,1,2,4/7/2024,4/7/2024
172,172,7872,1,2,4/7/2024,4/7/2024
173,173,3372,1,2,4/7/2024,4/7/2024
174,174,5347,1,2,4/7/2024,4/7/2024
175,175,10570,1,2,4/7/2024,4/7/2024
176,176,7226,1,2,4/7/2024,4/7/2024
177,177,3171,1,2,4/7/2024,4/7/2024
178,178,11998,1,2,4/7/2024,4/7/2024
179,179,7533,1,2,4/7/2024,4/7/2024
180,180,11257,1,2,4/7/2024,4/7/2024
181,181,8656,1,2,4/7/2024,4/7/2024
182,182,7530,1,2,4/7/2024,4/7/2024
183,183,4908,1,2,4/7/2024,4/7/2024
184,184,6393,1,2,4/7/2024,4/7/2024
185,185,8266,1,2,4/7/2024,4/7/2024
186,186,5811,1,2,4/7/2024,4/7/2024
187,187,5967,1,2,4/7/2024,4/7/2024
188,188,5608,1,2,4/7/2024,4/7/2024
189,189,13731,1,2,4/7/2024,4/7/2024
190,190,6082,1,2,4/7/2024,4/7/2024
191,191,7281,1,2,4/7/2024,4/7/2024
192,192,8968,1,2,4/7/2024,4/7/2024
193,193,6136,1,2,4/7/2024,4/7/2024
194,194,2025,1,2,4/7/2024,4/7/2024
195,195,11006,1,2,4/7/2024,4/7/2024
196,196,8627,1,2,4/7/2024,4/7/2024
197,197,12025,1,2,4/7/2024,4/7/2024
198,198,9746,1,2,4/7/2024,4/7/2024
199,199,14184,1,2,4/7/2024,4/7/2024
200,200,2058,1,2,4/7/2024,4/7/2024
201,201,5815,1,2,4/7/2024,4/7/2024
202,202,1247,1,2,4/7/2024,4/7/2024
203,203,6905,1,2,4/7/2024,4/7/2024
204,204,2585,1,2,4/7/2024,4/7/2024
205,205,7393,1,2,4/7/2024,4/7/2024
206,206,7463,1,2,4/7/2024,4/7/2024
207,207,11378,1,2,4/7/2024,4/7/2024
208,208,1451,1,2,4/7/2024,4/7/2024
209,209,8034,1,2,4/7/2024,4/7/2024
210,210,850,1,2,4/7/2024,4/7/2024
211,211,8048,1,2,4/7/2024,4/7/2024
212,212,10869,1,2,4/7/2024,4/7/2024
213,213,5456,1,2,4/7/2024,4/7/2024
214,214,1089,1,2,4/7/2024,4/7/2024
215,215,2290,1,2,4/7/2024,4/7/2024
216,216,1634,1,2,4/7/2024,4/7/2024
217,217,4656,1,2,4/7/2024,4/7/2024
218,218,10455,1,2,4/7/2024,4/7/2024
219,219,12070,1,2,4/7/2024,4/7/2024
220,220,2616,1,2,4/7/2024,4/7/2024
221,221,8459,1,2,4/7/2024,4/7/2024
222,222,10974,1,2,4/7/2024,4/7/2024
223,223,2381,1,2,4/7/2024,4/7/2024
224,224,284,1,2,4/7/2024,4/7/2024
225,225,6989,1,2,4/7/2024,4/7/2024
226,226,1919,1,2,4/7/2024,4/7/2024
227,227,4110,1,2,4/7/2024,4/7/2024
228,228,9639,1,2,4/7/2024,4/7/2024
229,229,8692,1,2,4/7/2024,4/7/2024
230,230,6281,1,2,4/7/2024,4/7/2024
231,231,10695,1,2,4/7/2024,4/7/2024
232,232,11925,1,2,4/7/2024,4/7/2024
233,233,13834,1,2,4/7/2024,4/7/2024
234,234,12740,1,2,4/7/2024,4/7/2024
235,235,2994,1,2,4/7/2024,4/7/2024
236,236,603,1,2,4/7/2024,4/7/2024
237,237,4015,1,2,4/7/2024,4/7/2024
238,238,11812,1,2,4/7/2024,4/7/2024
239,239,4225,1,2,4/7/2024,4/7/2024
240,240,6421,1,2,4/7/2024,4/7/2024
241,241,1845,1,2,4/7/2024,4/7/2024
242,242,1480,1,2,4/7/2024,4/7/2024
243,243,10539,1,2,4/7/2024,4/7/2024
244,244,4738,1,2,4/7/2024,4/7/2024
245,245,6897,1,2,4/7/2024,4/7/2024
246,246,5458,1,2,4/7/2024,4/7/2024
247,247,13262,1,2,4/7/2024,4/7/2024
248,248,7867,1,2,4/7/2024,4/7/2024
249,249,10558,1,2,4/7/2024,4/7/2024
250,250,11042,1,2,4/7/2024,4/7/2024
251,251,8213,1,2,4/7/2024,4/7/2024
252,252,696,1,2,4/7/2024,4/7/2024
253,253,645,1,2,4/7/2024,4/7/2024
254,254,2687,1,2,4/7/2024,4/7/2024
255,255,13251,1,2,4/7/2024,4/7/2024
256,256,11290,1,2,4/7/2024,4/7/2024
257,257,10421,1,2,4/7/2024,4/7/2024
258,258,12756,1,2,4/7/2024,4/7/2024
259,259,9847,1,2,4/7/2024,4/7/2024
260,260,5149,1,2,4/7/2024,4/7/2024
261,261,10468,1,2,4/7/2024,4/7/2024
262,262,418,1,2,4/7/2024,4/7/2024
263,263,10357,1,2,4/7/2024,4/7/2024
264,264,7463,1,2,4/7/2024,4/7/2024
265,265,8350,1,2,4/7/2024,4/7/2024
266,266,12367,1,2,4/7/2024,4/7/2024
267,267,10603,1,2,4/7/2024,4/7/2024
268,268,8796,1,2,4/7/2024,4/7/2024
269,269,10887,1,2,4/7/2024,4/7/2024
270,270,5624,1,2,4/7/2024,4/7/2024
271,271,6975,1,2,4/7/2024,4/7/2024
272,272,2600,1,2,4/7/2024,4/7/2024
273,273,821,1,2,4/7/2024,4/7/2024
274,274,499,1,2,4/7/2024,4/7/2024
275,275,8145,1,2,4/7/2024,4/7/2024
276,276,4788,1,2,4/7/2024,4/7/2024
277,277,11878,1,2,4/7/2024,4/7/2024
278,278,6288,1,2,4/7/2024,4/7/2024
279,279,263,1,2,4/7/2024,4/7/2024
280,280,29,1,2,4/7/2024,4/7/2024
281,281,10932,1,2,4/7/2024,4/7/2024
282,282,5827,1,2,4/7/2024,4/7/2024
283,283,9111,1,2,4/7/2024,4/7/2024
284,284,1494,1,2,4/7/2024,4/7/2024
285,285,14149,1,2,4/7/2024,4/7/2024
286,286,13075,1,2,4/7/2024,4/7/2024
287,287,10392,1,2,4/7/2024,4/7/2024
288,288,6275,1,2,4/7/2024,4/7/2024
289,289,9679,1,2,4/7/2024,4/7/2024
290,290,13973,1,2,4/7/2024,4/7/2024
291,291,6183,1,2,4/7/2024,4/7/2024
292,292,9605,1,2,4/7/2024,4/7/2024
293,293,13883,1,2,4/7/2024,4/7/2024
294,294,7894,1,2,4/7/2024,4/7/2024
295,295,9125,1,2,4/7/2024,4/7/2024
296,296,9151,1,2,4/7/2024,4/7/2024
297,297,4916,1,2,4/7/2024,4/7/2024
298,298,11233,1,2,4/7/2024,4/7/2024
299,299,10106,1,2,4/7/2024,4/7/2024
300,300,737,1,2,4/7/2024,4/7/2024
301,301,11134,1,2,4/7/2024,4/7/2024
302,302,8315,1,2,4/7/2024,4/7/2024
303,303,10880,1,2,4/7/2024,4/7/2024
304,304,5499,1,2,4/7/2024,4/7/2024
305,305,6939,1,2,4/7/2024,4/7/2024
306,306,11542,1,2,4/7/2024,4/7/2024
307,307,7892,1,2,4/7/2024,4/7/2024
308,308,4352,1,2,4/7/2024,4/7/2024
309,309,11524,1,2,4/7/2024,4/7/2024
310,310,5434,1,2,4/7/2024,4/7/2024
311,311,13021,1,2,4/7/2024,4/7/2024
312,312,5140,1,2,4/7/2024,4/7/2024
313,313,1864,1,2,4/7/2024,4/7/2024
314,314,777,1,2,4/7/2024,4/7/2024
315,315,2379,1,2,4/7/2024,4/7/2024
316,316,2681,1,2,4/7/2024,4/7/2024
317,317,1871,1,2,4/7/2024,4/7/2024
318,318,12174,1,2,4/7/2024,4/7/2024
319,319,102,1,2,4/7/2024,4/7/2024
320,320,12359,1,2,4/7/2024,4/7/2024
321,321,2445,1,2,4/7/2024,4/7/2024
322,322,4655,1,2,4/7/2024,4/7/2024
323,323,6929,1,2,4/7/2024,4/7/2024
324,324,841,1,2,4/7/2024,4/7/2024
325,325,4733,1,2,4/7/2024,4/7/2024
326,326,8855,1,2,4/7/2024,4/7/2024
327,327,3708,1,2,4/7/2024,4/7/2024
328,328,4540,1,2,4/7/2024,4/7/2024
329,329,8535,1,2,4/7/2024,4/7/2024
330,330,2062,1,2,4/7/2024,4/7/2024
331,331,6586,1,2,4/7/2024,4/7/2024
332,332,8879,1,2,4/7/2024,4/7/2024
333,333,8042,1,2,4/7/2024,4/7/2024
334,334,9415,1,2,4/7/2024,4/7/2024
335,335,5664,1,2,4/7/2024,4/7/2024
336,336,13467,1,2,4/7/2024,4/7/2024
337,337,1714,1,2,4/7/2024,4/7/2024
338,338,9521,1,2,4/7/2024,4/7/2024
339,339,4890,1,2,4/7/2024,4/7/2024
340,340,12075,1,2,4/7/2024,4/7/2024
341,341,7292,1,2,4/7/2024,4/7/2024
342,342,8999,1,2,4/7/2024,4/7/2024
343,343,13901,1,2,4/7/2024,4/7/2024
344,344,11821,1,2,4/7/2024,4/7/2024
345,345,6046,1,2,4/7/2024,4/7/2024
346,346,10350,1,2,4/7/2024,4/7/2024
347,347,14138,1,2,4/7/2024,4/7/2024
348,348,9989,1,2,4/7/2024,4/7/2024
349,349,11223,1,2,4/7/2024,4/7/2024
350,350,7548,1,2,4/7/2024,4/7/2024
351,351,8756,1,2,4/7/2024,4/7/2024
352,352,6942,1,2,4/7/2024,4/7/2024
353,353,9142,1,2,4/7/2024,4/7/2024
354,354,10379,1,2,4/7/2024,4/7/2024
355,355,10137,1,2,4/7/2024,4/7/2024
356,356,8014,1,2,4/7/2024,4/7/2024
357,357,3467,1,2,4/7/2024,4/7/2024
358,358,14071,1,2,4/7/2024,4/7/2024
359,359,1912,1,2,4/7/2024,4/7/2024
360,360,3469,1,2,4/7/2024,4/7/2024
361,361,11712,1,2,4/7/2024,4/7/2024
362,362,7331,1,2,4/7/2024,4/7/2024
363,363,5148,1,2,4/7/2024,4/7/2024
364,364,9843,1,2,4/7/2024,4/7/2024
365,365,7990,1,2,4/7/2024,4/7/2024
366,366,7385,1,2,4/7/2024,4/7/2024
367,367,12124,1,2,4/7/2024,4/7/2024
368,368,12166,1,2,4/7/2024,4/7/2024
369,369,3650,1,2,4/7/2024,4/7/2024
370,370,4395,1,2,4/7/2024,4/7/2024
371,371,14035,1,2,4/7/2024,4/7/2024
372,372,1124,1,2,4/7/2024,4/7/2024
373,373,1287,1,2,4/7/2024,4/7/2024
374,374,11172,1,2,4/7/2024,4/7/2024
375,375,6534,1,2,4/7/2024,4/7/2024
376,376,6708,1,2,4/7/2024,4/7/2024
377,377,9208,1,2,4/7/2024,4/7/2024
378,378,1405,1,2,4/7/2024,4/7/2024
379,379,5779,1,2,4/7/2024,4/7/2024
380,380,4866,1,2,4/7/2024,4/7/2024
381,381,6557,1,2,4/7/2024,4/7/2024
382,382,9687,1,2,4/7/2024,4/7/2024
383,383,61,1,2,4/7/2024,4/7/2024
384,384,6218,1,2,4/7/2024,4/7/2024
385,385,10893,1,2,4/7/2024,4/7/2024
386,386,6792,1,2,4/7/2024,4/7/2024
387,387,13924,1,2,4/7/2024,4/7/2024
388,388,2362,1,2,4/7/2024,4/7/2024
389,389,11757,1,2,4/7/2024,4/7/2024
390,390,9991,1,2,4/7/2024,4/7/2024
391,391,1109,1,2,4/7/2024,4/7/2024
392,392,12188,1,2,4/7/2024,4/7/2024
393,393,1968,1,2,4/7/2024,4/7/2024
394,394,5764,1,2,4/7/2024,4/7/2024
395,395,2689,1,2,4/7/2024,4/7/2024
396,396,5471,1,2,4/7/2024,4/7/2024
397,397,9437,1,2,4/7/2024,4/7/2024
398,398,13052,1,2,4/7/2024,4/7/2024
399,399,6770,1,2,4/7/2024,4/7/2024
400,400,5758,1,2,4/7/2024,4/7/2024
401,401,9569,1,2,4/7/2024,4/7/2024
402,402,5158,1,2,4/7/2024,4/7/2024
403,403,10609,1,2,4/7/2024,4/7/2024
404,404,9202,1,2,4/7/2024,4/7/2024
405,405,6267,1,2,4/7/2024,4/7/2024
406,406,6661,1,2,4/7/2024,4/7/2024
407,407,8502,1,2,4/7/2024,4/7/2024
408,408,12948,1,2,4/7/2024,4/7/2024
409,409,12721,1,2,4/7/2024,4/7/2024
410,410,7044,1,2,4/7/2024,4/7/2024
411,411,2979,1,2,4/7/2024,4/7/2024
412,412,12182,1,2,4/7/2024,4/7/2024
413,413,5355,1,2,4/7/2024,4/7/2024
414,414,2339,1,2,4/7/2024,4/7/2024
415,415,8085,1,2,4/7/2024,4/7/2024
416,416,10852,1,2,4/7/2024,4/7/2024
417,417,8811,1,2,4/7/2024,4/7/2024
418,418,4846,1,2,4/7/2024,4/7/2024
419,419,821,1,2,4/7/2024,4/7/2024
420,420,10554,1,2,4/7/2024,4/7/2024
421,421,4261,1,2,4/7/2024,4/7/2024
422,422,10546,1,2,4/7/2024,4/7/2024
423,423,11756,1,2,4/7/2024,4/7/2024
424,424,10331,1,2,4/7/2024,4/7/2024
425,425,591,1,2,4/7/2024,4/7/2024
426,426,4954,1,2,4/7/2024,4/7/2024
427,427,3194,1,2,4/7/2024,4/7/2024
428,428,1998,1,2,4/7/2024,4/7/2024
429,429,807,1,2,4/7/2024,4/7/2024
430,430,431,1,2,4/7/2024,4/7/2024
431,431,7177,1,2,4/7/2024,4/7/2024
432,432,1003,1,2,4/7/2024,4/7/2024
433,433,3395,1,2,4/7/2024,4/7/2024
434,434,5906,1,2,4/7/2024,4/7/2024
435,435,14179,1,2,4/7/2024,4/7/2024
436,436,13869,1,2,4/7/2024,4/7/2024
437,437,2455,1,2,4/7/2024,4/7/2024
438,438,7537,1,2,4/7/2024,4/7/2024
439,439,7714,1,2,4/7/2024,4/7/2024
440,440,12753,1,2,4/7/2024,4/7/2024
441,441,12951,1,2,4/7/2024,4/7/2024
442,442,3988,1,2,4/7/2024,4/7/2024
443,443,1358,1,2,4/7/2024,4/7/2024
444,444,10667,1,2,4/7/2024,4/7/2024
445,445,13931,1,2,4/7/2024,4/7/2024
446,446,3679,1,2,4/7/2024,4/7/2024
447,447,9147,1,2,4/7/2024,4/7/2024
448,448,3979,1,2,4/7/2024,4/7/2024
449,449,9071,1,2,4/7/2024,4/7/2024
450,450,2342,1,2,4/7/2024,4/7/2024
451,451,13810,1,2,4/7/2024,4/7/2024
452,452,1771,1,2,4/7/2024,4/7/2024
453,453,2072,1,2,4/7/2024,4/7/2024
454,454,8246,1,2,4/7/2024,4/7/2024
455,455,1829,1,2,4/7/2024,4/7/2024
456,456,1780,1,2,4/7/2024,4/7/2024
457,457,6375,1,2,4/7/2024,4/7/2024
458,458,9828,1,2,4/7/2024,4/7/2024
459,459,10025,1,2,4/7/2024,4/7/2024
460,460,3546,1,2,4/7/2024,4/7/2024
461,461,2293,1,2,4/7/2024,4/7/2024
462,462,6881,1,2,4/7/2024,4/7/2024
463,463,8659,1,2,4/7/2024,4/7/2024
464,464,11181,1,2,4/7/2024,4/7/2024
465,465,13872,1,2,4/7/2024,4/7/2024
466,466,3955,1,2,4/7/2024,4/7/2024
467,467,3489,1,2,4/7/2024,4/7/2024
468,468,5680,1,2,4/7/2024,4/7/2024
469,469,9231,1,2,4/7/2024,4/7/2024
470,470,11189,1,2,4/7/2024,4/7/2024
471,471,8961,1,2,4/7/2024,4/7/2024
472,472,13155,1,2,4/7/2024,4/7/2024
473,473,7370,1,2,4/7/2024,4/7/2024
474,474,12855,1,2,4/7/2024,4/7/2024
475,475,7510,1,2,4/7/2024,4/7/2024
476,476,9757,1,2,4/7/2024,4/7/2024
477,477,2464,1,2,4/7/2024,4/7/2024
478,478,1010,1,2,4/7/2024,4/7/2024
479,479,2047,1,2,4/7/2024,4/7/2024
480,480,2899,1,2,4/7/2024,4/7/2024
481,481,5406,1,2,4/7/2024,4/7/2024
482,482,939,1,2,4/7/2024,4/7/2024
483,483,11136,1,2,4/7/2024,4/7/2024
484,484,813,1,2,4/7/2024,4/7/2024
485,485,5574,1,2,4/7/2024,4/7/2024
486,486,8620,1,2,4/7/2024,4/7/2024
487,487,10150,1,2,4/7/2024,4/7/2024
488,488,9375,1,2,4/7/2024,4/7/2024
489,489,6007,1,2,4/7/2024,4/7/2024
490,490,5790,1,2,4/7/2024,4/7/2024
491,491,13046,1,2,4/7/2024,4/7/2024
492,492,2064,1,2,4/7/2024,4/7/2024
493,493,9445,1,2,4/7/2024,4/7/2024
494,494,10292,1,2,4/7/2024,4/7/2024
495,495,14089,1,2,4/7/2024,4/7/2024
496,496,1409,1,2,4/7/2024,4/7/2024
497,497,5533,1,2,4/7/2024,4/7/2024
498,498,25,1,2,4/7/2024,4/7/2024
499,499,10944,1,2,4/7/2024,4/7/2024
500,500,8987,1,2,4/7/2024,4/7/2024
501,501,2011,1,2,4/7/2024,4/7/2024
502,502,6769,1,2,4/7/2024,4/7/2024
503,503,12735,1,2,4/7/2024,4/7/2024
504,504,13293,1,2,4/7/2024,4/7/2024
505,505,3547,1,2,4/7/2024,4/7/2024
506,506,6892,1,2,4/7/2024,4/7/2024
507,507,550,1,2,4/7/2024,4/7/2024
508,508,6789,1,2,4/7/2024,4/7/2024
509,509,13254,1,2,4/7/2024,4/7/2024
510,510,2093,1,2,4/7/2024,4/7/2024
511,511,4091,1,2,4/7/2024,4/7/2024
512,512,13862,1,2,4/7/2024,4/7/2024
513,513,10011,1,2,4/7/2024,4/7/2024
514,514,9373,1,2,4/7/2024,4/7/2024
515,515,4643,1,2,4/7/2024,4/7/2024
516,516,9958,1,2,4/7/2024,4/7/2024
517,517,2436,1,2,4/7/2024,4/7/2024
518,518,8259,1,2,4/7/2024,4/7/2024
519,519,1247,1,2,4/7/2024,4/7/2024
520,520,5975,1,2,4/7/2024,4/7/2024
521,521,3529,1,2,4/7/2024,4/7/2024
522,522,5918,1,2,4/7/2024,4/7/2024
523,523,4004,1,2,4/7/2024,4/7/2024
524,524,6360,1,2,4/7/2024,4/7/2024
525,525,5676,1,2,4/7/2024,4/7/2024
526,526,3808,1,2,4/7/2024,4/7/2024
527,527,9667,1,2,4/7/2024,4/7/2024
528,528,5262,1,2,4/7/2024,4/7/2024
529,529,123,1,2,4/7/2024,4/7/2024
530,530,11046,1,2,4/7/2024,4/7/2024
531,531,10397,1,2,4/7/2024,4/7/2024
532,532,1206,1,2,4/7/2024,4/7/2024
533,533,3766,1,2,4/7/2024,4/7/2024
534,534,10386,1,2,4/7/2024,4/7/2024
535,535,10837,1,2,4/7/2024,4/7/2024
536,536,6264,1,2,4/7/2024,4/7/2024
537,537,12251,1,2,4/7/2024,4/7/2024
538,538,7950,1,2,4/7/2024,4/7/2024
539,539,9998,1,2,4/7/2024,4/7/2024
540,540,12504,1,2,4/7/2024,4/7/2024
541,541,6456,1,2,4/7/2024,4/7/2024
542,542,7515,1,2,4/7/2024,4/7/2024
543,543,11057,1,2,4/7/2024,4/7/2024
544,544,10957,1,2,4/7/2024,4/7/2024
545,545,491,1,2,4/7/2024,4/7/2024
546,546,3231,1,2,4/7/2024,4/7/2024
547,547,12503,1,2,4/7/2024,4/7/2024
548,548,10667,1,2,4/7/2024,4/7/2024
549,549,8259,1,2,4/7/2024,4/7/2024
550,550,486,1,2,4/7/2024,4/7/2024
551,551,12345,1,2,4/7/2024,4/7/2024
552,552,5321,1,2,4/7/2024,4/7/2024
553,553,9421,1,2,4/7/2024,4/7/2024
554,554,11320,1,2,4/7/2024,4/7/2024
555,555,3622,1,2,4/7/2024,4/7/2024
556,556,5441,1,2,4/7/2024,4/7/2024
557,557,4853,1,2,4/7/2024,4/7/2024
558,558,6984,1,2,4/7/2024,4/7/2024
